Sat. Aug.  4, 2018             LANDSAT 7                 Time: 05:14
                         Image Assessment System
                           GCP Residual Report
----------------------------------------------------------------------------
WOID: L28968308            Path/Row: 014 / 029

L0R Reference Image: L72EDC1118190150101_HDF.182160959
Acquisition Date: Jul 09, 2018

Band Number:  5

GLS date for each WRS-2 path/row used:
Path  Row   Date
014   029   07-21-1999


Point_ID         Latitude  Longitude    Height       Across    Along    Residual  Residual
0140290029_01   44.935883  -73.059268    55.133       0.865     0.835     0.701     0.977
0140290031_01   44.391420  -73.225385    23.789       5.293    -4.415     6.003    -3.386
0140290032_01   44.809288  -72.203470   207.172       1.476    -1.382     1.703    -1.093
0140290033_01   44.423568  -73.208584    36.418       2.634    -4.665     3.432    -4.112
0140290034_01   44.168998  -72.572014   397.480      -2.883     3.245    -3.416     2.669
0140290035_01   44.541467  -73.235182    75.890       1.571    -4.200     2.302    -3.847
0140290037_01   44.657507  -73.452264    19.717      -2.301     0.139    -2.288    -0.278
0140290039_01   44.336944  -72.754376   100.333       0.757    -3.329     1.347    -3.136
0140290041_01   44.280975  -72.419278   207.354       3.037    -3.681     3.653    -3.070
0140290043_01   44.996051  -72.392311   150.168       0.136    -4.792     0.997    -4.688
0140290044_01   45.434146  -73.662835    -9.583      -0.692     2.916    -1.204     2.744
0140290045_01   43.855273  -73.156635    87.063       5.152    -0.393     5.138     0.547
0140290046_01   44.250481  -72.493134   195.088       4.613    -2.598     5.007    -1.720
0140290047_01   45.011352  -73.397837    27.035       1.566     0.484     1.453     0.757
0140290049_01   44.354622  -74.284648   458.071      -1.572     2.534    -2.004     2.206
0140290050_01   45.282447  -72.986280    27.465      -2.509     6.857    -3.696     6.295
0140290051_01   44.401025  -73.848582   490.571      -0.596    -2.011    -0.223    -2.084
0140290052_01   43.916791  -72.665623   207.818      -1.924     0.522    -1.983     0.165
0140290053_01   44.719659  -73.435077     2.684       2.919    -5.184     3.804    -4.573
0140290054_01   44.702566  -73.573378   143.053      -1.113    -5.472    -0.109    -5.580
0140290056_01   44.641746  -73.105418    80.779       4.695    -5.084     5.533    -4.153
0140290058_01   44.375223  -72.553713   217.414       2.109    -0.649     2.194    -0.256
0140290059_01   45.389134  -73.985819    -4.945       2.488     1.377     2.198     1.799
0140290060_01   44.244730  -73.138500   137.024       1.028     1.673     0.710     1.831
0140290062_01   45.103809  -73.009350    27.779       4.282     2.124     3.831     2.858
0140290064_01   45.071854  -72.884312    59.451       2.144     1.682     1.808     2.040
0140290066_01   44.841704  -73.079515    87.608      -0.276    -4.807     0.594    -4.777
0140290067_01   44.513856  -72.375044   217.825       3.848    -2.106     4.166    -1.376
0140290069_01   44.493513  -73.488304   131.950      -0.495    -1.061    -0.295    -1.132
0140290075_01   44.459489  -73.124522    80.029       0.839    -1.229     1.048    -1.057
0140290076_01   44.801752  -73.715839   380.787      -1.027    -6.784     0.210    -6.852
0140290077_01   44.244019  -72.543755   140.685       0.401    -0.469     0.482    -0.388
0140290078_01   44.479351  -72.944701   171.280       2.156    -3.246     2.706    -2.802
0140290080_01   44.964110  -73.020276    53.377      -5.925    -0.698    -5.701    -1.752
0140290083_01   44.232477  -74.415731   460.969      -0.980     4.396    -1.759     4.141
0140290084_01   45.114256  -73.794281    27.000       1.285    -1.417     1.517    -1.164
0140290085_01   45.191483  -73.417614    26.000       1.948     0.226     1.875     0.571
0140290087_01   45.124618  -73.728833    30.675       2.494    -4.553     3.269    -4.031
0140290088_01   43.959846  -74.107671   475.220       4.094     3.363     3.413     4.043
0140290089_01   44.247363  -74.477958   455.441      -0.181     0.679    -0.303     0.634
0140290090_01   44.594380  -73.182176    32.289      -3.146    -4.351    -2.310    -4.846
0140290091_01   44.907540  -73.945681   373.682       3.594    -2.615     4.001    -1.925
0140290098_01   44.974794  -73.297651     8.688      -1.650    -3.837    -0.933    -4.071
0140290100_01   45.230601  -72.824541    71.278       0.523     1.643     0.221     1.711
0140290101_01   44.563516  -72.493698   197.639      -3.829     1.969    -4.117     1.246
0140290102_01   45.064093  -73.273663     9.000      -4.569     6.739    -5.704     5.807
0140290103_01   44.501580  -73.188836    60.763      -0.019    -3.306     0.578    -3.254
0140290105_01   45.070836  -73.544427    45.001      -0.999     0.755    -1.119     0.563
0140290106_01   44.065828  -73.305568    37.302      -4.693     0.967    -4.788     0.103
0140290108_01   45.126226  -72.994075    21.332       0.219     1.632    -0.077     1.644
0140290109_01   44.118054  -73.089244    87.323       0.435    -0.779     0.570    -0.687
0140290110_01   44.016596  -72.607064   428.139      -1.476    -2.610    -0.977    -2.832
0140290112_01   45.174679  -73.643723    26.795       6.682     3.569     5.930     4.708
0140290113_01   44.364763  -73.001423   167.510       0.020    -2.985     0.559    -2.931
0140290116_01   44.782671  -72.858123    99.661       2.961     0.362     2.848     0.890
0140290120_01   44.535370  -72.430338   216.357      -2.238     0.830    -2.347     0.413
0140290121_01   44.992388  -72.672588   123.453       0.429     0.237     0.381     0.311
0140290123_01   45.174880  -73.915179     9.000       5.777     4.264     4.914     5.229
0140290125_01   45.177803  -73.776904    18.000      -0.164    -0.713    -0.035    -0.731
0140290127_01   44.910280  -73.920928   376.931       3.211    -2.980     3.690    -2.353
0140290131_01   45.188918  -73.806454    15.298       4.035     0.570     3.864     1.284
0140290134_01   45.384251  -73.739504    -2.465       0.216     1.366    -0.035     1.382
0140290137_01   45.198715  -73.666834    32.000       1.132     2.995     0.574     3.148
0140290138_01   44.621583  -73.533766    73.418      -1.422    -3.606    -0.749    -3.802
0140290139_01   44.946224  -73.145243     3.925      -0.934     0.699    -1.044     0.519
0140290141_01   44.651263  -72.337447   382.679      -1.554    -4.137    -0.780    -4.346
0140290143_01   43.776770  -73.213848    93.693       3.024     4.133     2.226     4.612
0140290144_01   44.462876  -73.217941     4.110      -1.146     1.699    -1.433     1.464
0140290145_01   44.379624  -73.129334   134.759       0.907    -4.405     1.687    -4.167
0140290146_01   44.079272  -73.514630   295.879      -1.963    -1.017    -1.745    -1.354
0140290149_01   44.284281  -73.983963   544.719      -0.579     1.649    -0.867     1.515
0140290153_01   44.705985  -73.482405    57.793      -0.084    -1.330     0.157    -1.323
0140290155_01   45.046651  -72.983907    61.306      -3.296     4.233    -4.001     3.571
0140290157_01   44.525280  -73.747601   337.409      -1.663    -5.341    -0.673    -5.549
0140290158_01   45.433598  -74.070169    -8.000      -2.295     4.281    -3.027     3.799
0140290159_01   44.514165  -72.988772   171.941      -2.373    -4.856    -1.457    -5.202
0140290160_01   45.466427  -74.159814     0.415      -5.042    -3.085    -4.408    -3.937
0140290164_01   44.340759  -74.229494   508.982      -1.441    -0.794    -1.274    -1.040
0140290165_01   45.432957  -74.238936    43.544      -3.219    -7.128    -1.890    -7.587
0140290166_01   44.134710  -73.217342    74.343      -2.009     4.583    -2.802     4.143
0140290169_01   44.646299  -73.135913    81.424      -0.118    -3.665     0.545    -3.625
0140290172_01   44.589660  -72.591595   197.054       1.964    -2.660     2.413    -2.261
0140290173_01   44.186779  -72.838537   208.511      -1.504     5.996    -2.559     5.623
0140290175_01   43.900135  -73.108557   108.541       2.455     0.653     2.297     1.087
0140290177_01   45.298086  -73.282262     8.000      -0.009     5.250    -0.951     5.162
0140290178_01   45.138510  -73.578572    30.000       2.743     1.732     2.386     2.195
0140290179_01   44.471058  -73.188649    74.285      -1.523    -0.641    -1.381    -0.905
0140290182_01   44.458317  -72.692031   205.996       1.893    -2.872     2.381    -2.482
0140290185_01   43.851492  -73.756564   245.973      -0.117     4.343    -0.900     4.247
0140290186_01   45.212080  -73.238244     1.000      -4.000    -0.148    -3.908    -0.863
0140290187_01   44.260439  -73.530370   168.108      -3.605     4.386    -4.335     3.660
0140290188_01   45.455980  -73.636612    16.000      -0.360     2.424    -0.790     2.320
0140290189_01   44.819999  -73.445645    26.004       1.644    -0.638     1.732    -0.332
0140290190_01   45.233657  -72.678044    96.952      -3.416     2.890    -3.877     2.229
0140290191_01   45.010471  -72.148385   188.165       1.695     1.843     1.339     2.118
0140290192_01   45.334818  -73.161312    16.000      -2.421     5.093    -3.294     4.576
0140290194_01   44.065676  -73.350523     8.206      -0.007     5.952    -1.082     5.852
0140290195_01   44.126649  -73.185711    74.181      -3.714     1.520    -3.925     0.824
0140290197_01   44.335560  -74.144140   447.033      -0.565     3.055    -1.108     2.900
0140290199_01   44.529145  -73.507393   117.484       0.792    -2.744     1.273    -2.555
0140290200_01   44.569861  -73.023123   112.671      -3.104    -3.014    -2.509    -3.523
0140290203_01   45.026086  -72.669699   119.388       3.146    -0.845     3.247    -0.265
0140290205_01   43.828447  -72.573931   124.931       3.188     3.233     2.553     3.758
0140290206_01   44.415620  -73.771800   231.321       0.957     4.053     0.209     4.156
0140290207_01   44.481600  -73.155503    40.190      -2.648    -0.729    -2.472    -1.194
0140290208_01   44.859250  -73.922262   396.614      -0.419    -3.208     0.163    -3.228
0140290209_01   45.201584  -73.445219    32.000      -1.372     4.014    -2.070     3.701
0140290210_01   44.731501  -73.471887    23.524      -2.003    -0.376    -1.903    -0.731
0140290215_01   44.930683  -73.087196    46.479       3.317    -0.511     3.355     0.094
0140290216_01   45.066064  -73.012948    37.908      -4.004     3.162    -4.506     2.391
0140290217_01   45.240002  -73.810736     5.114      -3.096     0.982    -3.223     0.410
0140290220_01   44.609532  -73.584731   143.761      -1.693    -1.327    -1.426    -1.609
0140290223_01   45.265119  -74.107340    14.000      -1.476     4.822    -2.320     4.477
0140290225_01   45.169588  -73.693474    28.000       2.859    -0.479     2.897     0.042
0140290226_01   44.344737  -73.110121   105.881       2.524    -4.102     3.223    -3.578
0140290228_01   44.426159  -73.021944    63.333      -0.572    -3.144     0.005    -3.195
0140290232_01   45.021920  -72.929942    63.000      -1.393     0.624    -1.481     0.363
0140290235_01   45.071277  -74.047099    30.468       3.327    -6.340     4.409    -5.638
0140290236_01   45.441125  -74.170930    34.299      -1.206    -3.256    -0.605    -3.418
0140290239_01   44.771511  -72.471065   373.826       0.134    -1.302     0.368    -1.255
0140290240_01   44.015063  -73.100415   106.612      -6.756     2.205    -7.039     0.946
0140290241_01   44.381059  -74.198461   468.265       3.813     2.034     3.378     2.684
0140290243_01   44.785518  -73.318394     2.757       4.129    -1.528     4.336    -0.760
0140290245_01   44.577440  -73.853797   358.812      -5.349    -1.850    -4.925    -2.782
0140290248_01   44.860419  -74.275755   194.544       5.254    -3.769     5.841    -2.762
0140290250_01   44.910325  -73.415469    10.780      -4.476     5.509    -5.393     4.613
